-1.135608047729198233e+01,1.341287130410478978e+00,9.317837550565638338e+00,4.378755914357624138e-03
-1.125311175188346624e+01,1.330597481213780631e+00,9.254592474785297895e+00,7.693181080636125706e-03
-1.115016528398125750e+01,1.320004499800308650e+00,9.190924901300068228e+00,1.326501163242911965e-02
-1.104725247459411364e+01,1.309557702509688504e+00,9.126840835813222697e+00,1.778728709599782659e-02
-1.094438472473075663e+01,1.299306605681542770e+00,9.062341635227030068e+00,2.233468917219049235e-02
-1.084157343539994045e+01,1.289300725655497359e+00,8.997428440780687708e+00,2.691339653004997876e-02
-1.073883000761040307e+01,1.279589578771175962e+00,8.932102152135755091e+00,3.152946068308470212e-02
-1.063616584237088780e+01,1.270222681368204043e+00,8.866363380495979385e+00,3.618877360616663125e-02
-1.053359234069015216e+01,1.261249549786205737e+00,8.800212394981439701e+00,4.089703163014980075e-02
-1.043112090357691280e+01,1.252719700364804734e+00,8.733649064531594064e+00,4.565969497026159396e-02
-1.032876293203992724e+01,1.244682649443626277e+00,8.666672795691653164e+00,5.048194224558825993e-02
-1.022652982708793701e+01,1.237187913362294278e+00,8.599282466161771055e+00,5.536861935389326972e-02
-1.012443298972968009e+01,1.230285008460433760e+00,8.531476353827908810e+00,6.032418208534745530e-02
-1.002248382097391222e+01,1.224023451077669522e+00,8.463252060920408937e+00,6.535263189147956508e-02
-9.920693721829358935e+00,1.218452757553625032e+00,8.394606432901291271e+00,7.045744427690031619e-02
-9.819074093304768880e+00,1.213622444227925090e+00,8.325535471645947538e+00,7.564148935745614033e-02
-9.717636336408883579e+00,1.209582027440194718e+00,8.256034242452670924e+00,8.090694423410588199e-02
-9.616391852150451669e+00,1.206381023530057828e+00,8.186096774380970942e+00,8.625519697331489322e-02
-9.515352041538216454e+00,1.204068948837139663e+00,8.115715953386276382e+00,9.168674216956186618e-02
-9.414528305580908807e+00,1.202695319701063470e+00,8.044883407682659637e+00,9.720106830065632086e-02
-9.313932045287277361e+00,1.202309652461454936e+00,7.973589384726966323e+00,1.027965373776993652e-01
-9.213574661666068977e+00,1.202961463457937530e+00,7.901822619175124629e+00,1.084702577466243045e-01
-9.113467555726021629e+00,1.204700269030136495e+00,7.829570191114896716e+00,1.142179513209600067e-01
-9.013622128475883954e+00,1.207575585517675743e+00,7.756817373826872419e+00,1.200338170191078274e-01
-8.914049780924388600e+00,1.211636929260180517e+00,7.683547470265850166e+00,1.259103927443435411e-01
-8.814761914080282423e+00,1.216933816597274287e+00,7.609741637386636448e+00,1.318384188761220766e-01
-8.715769928952308732e+00,1.223515763868582518e+00,7.535378697358414257e+00,1.378067069287176316e-01
-8.617085226549209054e+00,1.231432287413728899e+00,7.460434934618324299e+00,1.438020177595615290e-01
-8.518719207879737354e+00,1.240732903572338230e+00,7.387109427923473248e+00,1.498089544489477620e-01
-8.420683273952615622e+00,1.251467128684034869e+00,7.316665344873563903e+00,1.558098756916800609e-01
-8.322988825776597821e+00,1.263684479088444057e+00,7.249305716481207362e+00,1.617848361915836530e-01
-8.225647264360425481e+00,1.277434471125189486e+00,7.185259958207700137e+00,1.677115610788651456e-01
-8.128669990712840132e+00,1.292766621133895732e+00,7.124794074019409784e+00,1.735654617086840323e-01
-8.032068405842592185e+00,1.309730445454186487e+00,7.068227003897281868e+00,1.793197002758510905e-01
-7.935853910758411622e+00,1.328375460425687660e+00,7.015958357482855234e+00,1.849453104189284491e-01
-7.840037906469046192e+00,1.348751182388023828e+00,6.968519233148044556e+00,1.904113803077234768e-01
-7.744631793983237422e+00,1.370907127680818460e+00,6.926676301824143955e+00,1.956853035491233628e-01
-7.649646974309730396e+00,1.394892812643696578e+00,6.891689448063764267e+00,2.007306338964859049e-01
-7.555094848457273748e+00,1.420757753616280539e+00,6.867699261867451277e+00,2.046409705843712235e-01
-7.460986801512870414e+00,1.448551373121205410e+00,6.867548254073083669e+00,2.044070729428752731e-01
-7.367328591123929016e+00,1.478289934619418933e+00,6.890792028989292106e+00,1.985380254357640983e-01
-7.274112075844481495e+00,1.509907802710969360e+00,6.934131357627553172e+00,1.898408447698666790e-01
-7.181327006030879367e+00,1.543326919675685360e+00,6.988943690481797866e+00,1.808294905514442330e-01
-7.088963132039479476e+00,1.578469227793393381e+00,7.052088667752072659e+00,1.718632845178336976e-01
-6.997010204226620900e+00,1.615256669343928086e+00,7.121942101270483327e+00,1.629731310386013099e-01
-6.905457972948658707e+00,1.653611186607116590e+00,7.197416299503371029e+00,1.541839702189457539e-01
-6.814296188561947965e+00,1.693454721862787338e+00,7.277714167678959178e+00,1.455152166897464572e-01
-6.723514601422837522e+00,1.734709217390769664e+00,7.362215731821437181e+00,1.369812328970530513e-01
-6.633102961887685112e+00,1.777296615470890240e+00,7.450417590507690591e+00,1.285918145260004086e-01
-6.543051020312830701e+00,1.821138858382983727e+00,7.541897262559360549e+00,1.203526704889831267e-01
-6.453348527054630246e+00,1.866157888406876797e+00,7.636290591898754698e+00,1.122658842639723820e-01
-6.363985232469435260e+00,1.912275647822398783e+00,7.733276552889384980e+00,1.043303471706874541e-01
-6.274950886913597259e+00,1.959414078909378354e+00,7.832566494313681460e+00,9.654215737510496442e-02
-6.186235240743473973e+00,2.007495123947641513e+00,7.933896157624356960e+00,8.889498102287360370e-02
-6.097828044315403595e+00,2.056440725217024479e+00,8.037019477376830423e+00,8.138037396537844970e-02
-6.009719047985743856e+00,2.106172824997353032e+00,8.141703541676932332e+00,7.398806411827815732e-02
-5.921898002110846271e+00,2.156613365568456064e+00,8.247724303073926677e+00,6.670619565545417295e-02
-5.834354657047061465e+00,2.207684289210163353e+00,8.354862756408637736e+00,5.952153706420066498e-02
-5.747078763150747172e+00,2.259307538202299792e+00,8.462901375834123385e+00,5.241965563936667322e-02
-5.660060070778240693e+00,2.311405054824702709e+00,8.571620647981989194e+00,4.538506134014518717e-02
-5.573288330285901537e+00,2.363898781357197443e+00,8.680795562685613476e+00,3.840132312863069053e-02
-5.486753292030080331e+00,2.416710660079612438e+00,8.790191931873369668e+00,3.145116100206255677e-02
-5.400444706367128589e+00,2.469762633271777919e+00,8.899562404085344269e+00,2.451651696229738622e-02
-5.314352323653402266e+00,2.522976643213518777e+00,9.008642026102549494e+00,1.757860817045521148e-02
-5.228465894245243106e+00,2.576274632184671898e+00,9.117143172217968328e+00,1.061796554071802248e-02
-5.142775168499003513e+00,2.629578542465062618e+00,9.224749609379346182e+00,3.614461058222190326e-03
-5.057269896771040329e+00,2.682810316334520273e+00,9.331109378728758230e+00,3.452672815683381462e-03
-4.971939829417700629e+00,2.735891896072873752e+00,9.435825988691942001e+00,1.060482814458776381e-02
-4.886774716795343920e+00,2.788745223959949726e+00,9.431442275237753137e+00,1.786400719572114534e-02
-4.801764309260308394e+00,2.841292242275583746e+00,9.371141621040953495e+00,2.524751946657190216e-02
-4.716898357168952671e+00,2.893454893299601594e+00,9.310648875208904940e+00,3.214777836203200345e-02
-4.632166575955008803e+00,2.945155388079091274e+00,9.249977828205770081e+00,3.671410643261538431e-02
-4.547554587901243117e+00,2.996347438879201519e+00,9.189128241692122501e+00,3.812001168932081102e-02
-4.463040136062031316e+00,3.047045397138565814e+00,9.128085612027678764e+00,3.798450720829596450e-02
-4.378600067950576324e+00,3.097270506452380889e+00,9.066824679540298249e+00,3.765452862308055204e-02
-4.294211231080097946e+00,3.147044010415829263e+00,9.005320520415056151e+00,3.726995088640387005e-02
-4.209850472963810653e+00,3.196387152624097006e+00,8.943547794812864993e+00,3.683132101822095966e-02
-4.125494641114927141e+00,3.245321176672373742e+00,8.881480474620571997e+00,3.633943485412022972e-02
-4.041120583046668990e+00,3.293867326155842434e+00,8.819091812480918335e+00,3.579533456238132016e-02
-3.956705146272236018e+00,3.342046844669696259e+00,8.756354308095124495e+00,3.520030395103128373e-02
-3.872225178304850246e+00,3.389880975809119956e+00,8.693239671619704012e+00,3.455586160020972242e-02
-3.787657526657725260e+00,3.437390963169301372e+00,8.629718783921108027e+00,3.386375188640904088e-02
-3.702979038844074644e+00,3.484598050345427467e+00,8.565761653409730059e+00,3.312593399785732085e-02
-3.618166562377118645e+00,3.531523480932681203e+00,8.501337369136861000e+00,3.234456906901853751e-02
-3.533196944770059300e+00,3.578188498526258865e+00,8.436414049799276782e+00,3.152200558765374389e-02
-3.448047033536115968e+00,3.624614346721342084e+00,8.370958788254071692e+00,3.066076325268510955e-02
-3.362693676188503566e+00,3.670822269113119152e+00,8.304937591086490656e+00,2.976351548211376638e-02
-3.277113720240435679e+00,3.716833509296777915e+00,8.238315312747097607e+00,2.883307078490760303e-02
-3.191284013205132108e+00,3.762669310867501782e+00,8.171055583696295699e+00,2.787235322453525746e-02
-3.105181402595795781e+00,3.808350917420484372e+00,8.103120731944985167e+00,2.688438221019637947e-02
-3.018782735925645166e+00,3.853899572550910424e+00,8.034471697288509517e+00,2.587225185458781607e-02
-2.932064860707896070e+00,3.899336519853967342e+00,7.965067937394040953e+00,2.483911013735720652e-02
-2.845004624455760744e+00,3.944683002924841642e+00,7.894867324853469981e+00,2.378813810904081491e-02
-2.757578874682460324e+00,3.989960265358717617e+00,7.823826034181378120e+00,2.272252936209136209e-02
-2.669764458901195958e+00,4.035189550750789778e+00,7.751898417581656098e+00,2.164546998296416544e-02
-2.581538224625188782e+00,4.080392102696240642e+00,7.679036868142640415e+00,2.056011918557527907e-02
-2.492877019367651492e+00,4.125589164790261165e+00,7.605191668924605075e+00,1.946959080817496635e-02
-2.403757690641799005e+00,4.170801980628034755e+00,7.530310826172952332e+00,1.837693583606915884e-02
-2.314157085960852012e+00,4.216051793804747483e+00,7.454339884618909728e+00,1.728512609204498757e-02
-2.224052052838010329e+00,4.261359847915590748e+00,7.377221722508197743e+00,1.619703921304165017e-02
-2.133419438786496425e+00,4.306747386555751511e+00,7.298896323616802739e+00,1.511544500925179717e-02
-2.042236091319521663e+00,4.352235653320417619e+00,7.219300523058167940e+00,1.404299327756064128e-02
-1.950478857950302292e+00,4.397845891804772478e+00,7.138367723141977095e+00,1.298220312045899813e-02
-1.858124586192057670e+00,4.443599345604003936e+00,7.056027574890127774e+00,1.193545379798954809e-02
-1.765150123557989170e+00,4.489517258313304282e+00,6.972205620025347272e+00,1.090497711822008275e-02
-1.671532317561317482e+00,4.535620873527857810e+00,6.886822887288208683e+00,9.892851354682347109e-03
-1.577248015715255969e+00,4.581931434842851480e+00,6.799795435768148266e+00,8.900996659457602669e-03
-1.482274065533019547e+00,4.628470185853473140e+00,6.711033836497798610e+00,7.931171924439577720e-03
-1.386587314527828019e+00,4.675258370154907084e+00,6.620442581788752889e+00,6.984973029293023092e-03
-1.290164610212882756e+00,4.722317231342344712e+00,6.527919396835974553e+00,6.069651142190172523e-03
-1.192982800101403562e+00,4.769668013010973873e+00,6.433351608948663980e+00,6.505318942426523490e-03
-1.095018855897288645e+00,4.817331597841947755e+00,6.336625438986779102e+00,1.244497019334482937e-02
-9.962781962769635680e-01,4.865246197970664710e+00,6.237683532723351298e+00,2.567132361927419032e-02
-8.968307822314415256e-01,4.913162457299553587e+00,6.136556625243475338e+00,4.233259111420832610e-02
-7.967554765602409272e-01,4.960805149935294089e+00,6.033316057196676852e+00,5.933508691070027430e-02
-6.961311420629027191e-01,5.007899049984556150e+00,5.928030886265625021e+00,7.653035545689755581e-02
-5.950366415389596320e-01,5.054168931554017696e+00,5.820767791771424449e+00,9.416107800847969833e-02
-4.935508377879462838e-01,5.099339568750346885e+00,5.711591007186370028e+00,1.124650166520161365e-01
-3.917525936094029548e-01,5.143135735680214538e+00,5.600560903441088811e+00,1.316783039230745300e-01
-2.897207718028485535e-01,5.185282206450301246e+00,5.487732263463079185e+00,1.520372793883214280e-01
-1.875342351678240260e-01,5.225503755167277831e+00,5.373152159991926524e+00,1.737785301592816578e-01
-8.527184650386310238e-02,5.263525155937817779e+00,5.256857329151942260e+00,1.971365936568858501e-01
1.698753138950109820e-02,5.299071182868593688e+00,5.138870908585672304e+00,2.223385482235565591e-01
1.191650357127274629e-01,5.331866610066276380e+00,5.019198379457593617e+00,2.495944615936586120e-01
2.211818036662972775e-01,5.361636211637544669e+00,4.897822515184754089e+00,2.790824227008124048e-01
3.229589724506693460e-01,5.388104761689069377e+00,4.774697094880087533e+00,3.109267218772504004e-01
4.244176792663105768e-01,5.410997034327523103e+00,4.649739084217334728e+00,3.451678017305549462e-01
5.254790613136872679e-01,5.430037803659581108e+00,4.522818917710328179e+00,3.817230909495332170e-01
6.260642557932585284e-01,5.444951843791914214e+00,4.393826944336282736e+00,4.203390584963875298e-01
7.260943999055053943e-01,5.455463928831197684e+00,4.273087235543690632e+00,4.605371359701853629e-01
8.254906308508872526e-01,5.461298832884106780e+00,4.161865177614893163e+00,5.015598140994413923e-01
9.241740858298703731e-01,5.462181330057309658e+00,4.061510401119826419e+00,5.423281208351247162e-01
1.022065902042921026e+00,5.457836194457483359e+00,3.973433728262978804e+00,5.814269355325442090e-01
