-5.718019585202370081e+00,2.185474261134345397e+00,1.657749200962933545e+00,-3.139443471800380109e-02,0.000000000000000000e+00,0.000000000000000000e+00
-5.980462735642255723e+00,2.001807679629028058e+00,1.543985277476656259e+00,-5.985808447331225635e-02,0.000000000000000000e+00,0.000000000000000000e+00
-6.225898119024043886e+00,1.837907478165297981e+00,1.500000000000000000e+00,-1.153114856948889849e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.452884889344246311e+00,1.697849738988630897e+00,1.500000000000000000e+00,-1.690813223173738833e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.661803369266010577e+00,1.579919078974092894e+00,1.500000000000000000e+00,-2.358091281438629006e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.859476996228691448e+00,1.483262898934414764e+00,1.500000000000000000e+00,-2.664573320401457113e-01,0.000000000000000000e+00,0.000000000000000000e+00
-7.052610358851444161e+00,1.402089462456421742e+00,1.500000000000000000e+00,-2.453989137184655611e-01,0.000000000000000000e+00,0.000000000000000000e+00
-7.248186254382567029e+00,1.330782072637163083e+00,1.500000000000000000e+00,-2.182180202696552274e-01,0.000000000000000000e+00,0.000000000000000000e+00
-7.452448278848960328e+00,1.266675447239551389e+00,1.500000000000000000e+00,-1.870986741745682691e-01,0.000000000000000000e+00,0.000000000000000000e+00
-7.668544183154983429e+00,1.208640449084860791e+00,1.500000000000000000e+00,-1.576479232907932460e-01,0.000000000000000000e+00,0.000000000000000000e+00
-7.896584040711307040e+00,1.155724514608657216e+00,1.500000000000000000e+00,-1.379875207714787444e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.135229274138932709e+00,1.108978732246209020e+00,1.500000000000000000e+00,-1.222105968374032625e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.381241159677431440e+00,1.068252234354163832e+00,1.500000000000000000e+00,-1.169926542007459491e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.630733478075203635e+00,1.034236000471536521e+00,1.500000000000000000e+00,-1.268021508677267817e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.879905131819853636e+00,1.008377609294638155e+00,1.500000000000000000e+00,-1.399318343790489361e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.126331971364363582e+00,9.916976249511595398e-01,1.500000000000000000e+00,-1.512025769617565685e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.369183269713719397e+00,9.840588623940842439e-01,1.500000000000000000e+00,-1.640635344391346007e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.608962632135911619e+00,9.861348617318883569e-01,1.500000000000000000e+00,-1.725129366359869632e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.846647098053251668e+00,9.980996072090579929e-01,1.500000000000000000e+00,-1.728617228569336028e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.008227966420702160e+01,1.019677307483732420e+00,1.500000000000000000e+00,-1.728385455967277329e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.031472379579783016e+01,1.050493252529434152e+00,1.500000000000000000e+00,-1.795439294123452323e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.054207398608184576e+01,1.090288213920453053e+00,1.500000000000000000e+00,-1.903987065989852789e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.076402221790564262e+01,1.139311303500209149e+00,1.500000000000000000e+00,-1.919060197765840858e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.098362349376059655e+01,1.198002916990514422e+00,1.500000000000000000e+00,-1.719126445273491677e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.120639626553190205e+01,1.267244395573216664e+00,1.500000000000000000e+00,-1.318754476761627714e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.143547482518723868e+01,1.346646844867554371e+00,1.500000000000000000e+00,-6.561765662257781906e-02,0.000000000000000000e+00,0.000000000000000000e+00
-1.167118493597031303e+01,1.433962989843507785e+00,1.500000000000000000e+00,7.930805617962795708e-04,0.000000000000000000e+00,0.000000000000000000e+00
-1.191053706755414865e+01,1.520613726336256022e+00,1.500000000000000000e+00,4.510651473942066392e-02,0.000000000000000000e+00,0.000000000000000000e+00
-1.214686354745354890e+01,1.604453289361068791e+00,1.500000000000000000e+00,9.396500964396937994e-02,0.000000000000000000e+00,0.000000000000000000e+00
-1.237495180960058150e+01,1.678529595980369216e+00,1.500000000000000000e+00,1.548372402439753548e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.259187439748676773e+01,1.740634507812133691e+00,1.500000000000000000e+00,2.226069775850832155e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.279930459137738907e+01,1.789116075515307713e+00,1.500000000000000000e+00,2.732286042395217773e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.300042719522421564e+01,1.823076651322084185e+00,1.500000000000000000e+00,2.889070231744772510e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.319382765660051327e+01,1.845263388415011141e+00,1.500000000000000000e+00,3.535136289607666571e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.337356126308998583e+01,1.854137107162271425e+00,1.500000000000000000e+00,4.914079558531578851e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.353597780652072480e+01,1.847319245729041715e+00,1.500000000000000000e+00,6.113225468059008127e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.367378154626833542e+01,1.827228814725530448e+00,1.500000000000000000e+00,6.820754197414046205e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.379171892612292005e+01,1.801354677686879846e+00,1.500000000000000000e+00,9.253983827022960185e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.388927818643726297e+01,1.768758903733204768e+00,1.500000000000000000e+00,1.356980105459851149e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.397303409541751762e+01,1.727777609358005506e+00,1.500000000000000000e+00,1.612134070668514108e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.404557556934430806e+01,1.678239780422486893e+00,1.500000000000000000e+00,1.747336506950043056e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.410687016184316711e+01,1.620922628233953500e+00,1.500000000000000000e+00,1.737583140140169125e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.415717870548356316e+01,1.557824354838220238e+00,1.500000000000000000e+00,1.600802782226744325e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.419771824586037923e+01,1.491548060562008171e+00,1.500000000000000000e+00,1.362719681519121595e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.423054877741220281e+01,1.422240927427679047e+00,1.500000000000000000e+00,1.153886581796327304e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.425614709047295925e+01,1.354033135282855405e+00,1.500000000000000000e+00,1.019907712362566388e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.427607887652788854e+01,1.286307936603928059e+00,1.500000000000000000e+00,8.289384541544553286e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.429195421740266347e+01,1.218062792734175614e+00,1.500000000000000000e+00,5.946275037856725287e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.430652641039018569e+01,1.143295419740249175e+00,1.500000000000000000e+00,5.934396627469991081e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.431974497611822628e+01,1.058694388895305982e+00,1.500000000000000000e+00,5.851556170151434033e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.432900210371388638e+01,9.555921254799997211e-01,1.500000000000000000e+00,3.545633649757889416e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.433498835547384864e+01,8.282213261478773569e-01,1.500000000000000000e+00,1.477238872185629992e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.433889421921414709e+01,6.715202171259526676e-01,1.500000000000000000e+00,8.193398372522765760e-02,0.000000000000000000e+00,0.000000000000000000e+00
-1.434235620675327105e+01,4.809558173014950033e-01,1.500000000000000000e+00,6.570463444487559257e-02,0.000000000000000000e+00,0.000000000000000000e+00
-1.434161523997207155e+01,2.594236199974457868e-01,1.500000000000000000e+00,4.388362194504297903e-02,0.000000000000000000e+00,0.000000000000000000e+00
-1.433934660489751423e+01,1.533656969883878673e-02,1.500000000000000000e+00,4.578870811746836578e-02,0.000000000000000000e+00,0.000000000000000000e+00
-1.433429578466951071e+01,-2.340285430661233623e-01,1.500000000000000000e+00,9.301925614361346295e-02,0.000000000000000000e+00,0.000000000000000000e+00
-1.432481519775136292e+01,-4.751460396935089370e-01,1.500000000000000000e+00,1.703770120663721244e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.430555200281756889e+01,-6.942984577978739136e-01,1.500000000000000000e+00,2.450618808896516398e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.427892001825663293e+01,-8.864982708123749777e-01,1.500000000000000000e+00,3.274003009402757791e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.424578137643517906e+01,-1.054032579207718090e+00,1.500000000000000000e+00,4.277552287749549209e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.420412456532807610e+01,-1.206159423014089294e+00,1.500000000000000000e+00,4.597265634407093349e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.415327541918688503e+01,-1.351316562730600523e+00,1.500000000000000000e+00,4.286478630974167592e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.409159036735122683e+01,-1.497114287225170148e+00,1.500000000000000000e+00,4.152286709251102881e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.401851477168144378e+01,-1.642208552590612936e+00,1.500000000000000000e+00,4.261723896375195220e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.393400027094491911e+01,-1.783799819749827265e+00,1.500000000000000000e+00,4.319577093136831025e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.383984801156650413e+01,-1.918290559717348298e+00,1.500000000000000000e+00,4.656588528889471501e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.373959951020943215e+01,-2.041386817249190688e+00,1.500000000000000000e+00,5.543557278682216261e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.363382073664241112e+01,-2.150122870418925025e+00,1.500000000000000000e+00,6.327796369786047315e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.352434868058685602e+01,-2.242160031464116798e+00,1.500000000000000000e+00,6.535864975723606474e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.341282573871591666e+01,-2.320942924518525352e+00,1.500000000000000000e+00,7.307485509706923565e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.330141556228737976e+01,-2.384422487337054974e+00,1.500000000000000000e+00,8.828951669831761606e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.319083729919514880e+01,-2.431770620986810183e+00,1.500000000000000000e+00,1.023426173288683572e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.308575794260626601e+01,-2.462302955206219224e+00,1.500000000000000000e+00,1.244927103668211021e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.299281401506233280e+01,-2.476737591604778466e+00,1.500000000000000000e+00,1.629403617489855405e+00,0.000000000000000000e+00,0.000000000000000000e+00
